"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 12 17:33:03 GMT 2021","Thu Aug 12 17:33:03 GMT 2021","80","test_conduit","test_vizsgaremek","TestConduitApp","","","test_cookie_001",""
"passed","Thu Aug 12 17:33:05 GMT 2021","Thu Aug 12 17:33:08 GMT 2021","2651","test_conduit","test_vizsgaremek","TestConduitApp","","","test_register_003",""
"passed","Thu Aug 12 17:33:31 GMT 2021","Thu Aug 12 17:33:59 GMT 2021","28243","test_conduit","test_vizsgaremek","TestConduitApp","","","test_adding_data_from_file_008",""
"passed","Thu Aug 12 17:34:00 GMT 2021","Thu Aug 12 17:34:04 GMT 2021","4297","test_conduit","test_vizsgaremek","TestConduitApp","","","test_writing_data_to_file_009",""
"passed","Thu Aug 12 17:34:06 GMT 2021","Thu Aug 12 17:34:19 GMT 2021","13088","test_conduit","test_vizsgaremek","TestConduitApp","","","test_del_article_010",""
"passed","Thu Aug 12 17:33:10 GMT 2021","Thu Aug 12 17:33:12 GMT 2021","2352","test_conduit","test_vizsgaremek","TestConduitApp","","","test_navigate_to_login_004",""
"passed","Thu Aug 12 17:33:13 GMT 2021","Thu Aug 12 17:33:17 GMT 2021","3745","test_conduit","test_vizsgaremek","TestConduitApp","","","test_adding_new_article_005",""
"passed","Thu Aug 12 17:33:29 GMT 2021","Thu Aug 12 17:33:29 GMT 2021","54","test_conduit","test_vizsgaremek","TestConduitApp","","","test_pagination_007",""
"passed","Thu Aug 12 17:34:20 GMT 2021","Thu Aug 12 17:34:24 GMT 2021","4349","test_conduit","test_vizsgaremek","TestConduitApp","","","test_logout_011",""
"passed","Thu Aug 12 17:33:18 GMT 2021","Thu Aug 12 17:33:27 GMT 2021","9248","test_conduit","test_vizsgaremek","TestConduitApp","","","test_edit_settings_006",""
"passed","Thu Aug 12 17:33:04 GMT 2021","Thu Aug 12 17:33:04 GMT 2021","5","test_conduit","test_vizsgaremek","TestConduitApp","","","test_home_page_appearance_002",""
