"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 05 18:46:10 GMT 2021","Thu Aug 05 18:46:13 GMT 2021","3037","test_conduit","test_vizsgaremek","TestConduitApp","","","test_register_003",""
"passed","Thu Aug 05 18:46:25 GMT 2021","Thu Aug 05 18:46:34 GMT 2021","9348","test_conduit","test_vizsgaremek","TestConduitApp","","","test_edit_settings_006",""
"passed","Thu Aug 05 18:46:37 GMT 2021","Thu Aug 05 18:47:06 GMT 2021","28523","test_conduit","test_vizsgaremek","TestConduitApp","","","test_adding_data_from_file_008",""
"passed","Thu Aug 05 18:47:07 GMT 2021","Thu Aug 05 18:47:12 GMT 2021","4348","test_conduit","test_vizsgaremek","TestConduitApp","","","test_writing_data_to_file_009",""
"passed","Thu Aug 05 18:46:06 GMT 2021","Thu Aug 05 18:46:06 GMT 2021","118","test_conduit","test_vizsgaremek","TestConduitApp","","","test_cookie_001",""
"passed","Thu Aug 05 18:46:15 GMT 2021","Thu Aug 05 18:46:17 GMT 2021","2391","test_conduit","test_vizsgaremek","TestConduitApp","","","test_navigate_to_login_004",""
"passed","Thu Aug 05 18:46:19 GMT 2021","Thu Aug 05 18:46:23 GMT 2021","3866","test_conduit","test_vizsgaremek","TestConduitApp","","","test_adding_new_article_005",""
"passed","Thu Aug 05 18:46:08 GMT 2021","Thu Aug 05 18:46:08 GMT 2021","4","test_conduit","test_vizsgaremek","TestConduitApp","","","test_home_page_appearance_002",""
"passed","Thu Aug 05 18:47:14 GMT 2021","Thu Aug 05 18:47:27 GMT 2021","13028","test_conduit","test_vizsgaremek","TestConduitApp","","","test_del_article_010",""
"passed","Thu Aug 05 18:47:28 GMT 2021","Thu Aug 05 18:47:32 GMT 2021","4394","test_conduit","test_vizsgaremek","TestConduitApp","","","test_logout_011",""
"passed","Thu Aug 05 18:46:36 GMT 2021","Thu Aug 05 18:46:36 GMT 2021","69","test_conduit","test_vizsgaremek","TestConduitApp","","","test_pagination_007",""
