"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 05 18:05:51 GMT 2021","Thu Aug 05 18:05:53 GMT 2021","2247","test_conduit","test_vizsgaremek","TestConduitApp","","","test_writing_data_to_file_009",""
"passed","Thu Aug 05 18:05:21 GMT 2021","Thu Aug 05 18:05:49 GMT 2021","27927","test_conduit","test_vizsgaremek","TestConduitApp","","","test_adding_data_from_file_008",""
"passed","Thu Aug 05 18:05:05 GMT 2021","Thu Aug 05 18:05:08 GMT 2021","3119","test_conduit","test_vizsgaremek","TestConduitApp","","","test_adding_new_article_005",""
"passed","Thu Aug 05 18:04:57 GMT 2021","Thu Aug 05 18:05:00 GMT 2021","2523","test_conduit","test_vizsgaremek","TestConduitApp","","","test_register_003",""
"passed","Thu Aug 05 18:04:55 GMT 2021","Thu Aug 05 18:04:55 GMT 2021","4","test_conduit","test_vizsgaremek","TestConduitApp","","","test_home_page_appearance_002",""
"passed","Thu Aug 05 18:05:19 GMT 2021","Thu Aug 05 18:05:19 GMT 2021","49","test_conduit","test_vizsgaremek","TestConduitApp","","","test_pagination_007",""
"passed","Thu Aug 05 18:05:02 GMT 2021","Thu Aug 05 18:05:04 GMT 2021","2326","test_conduit","test_vizsgaremek","TestConduitApp","","","test_navigate_to_login_004",""
"passed","Thu Aug 05 18:05:09 GMT 2021","Thu Aug 05 18:05:18 GMT 2021","9698","test_conduit","test_vizsgaremek","TestConduitApp","","","test_edit_settings_006",""
"passed","Thu Aug 05 18:06:08 GMT 2021","Thu Aug 05 18:06:12 GMT 2021","4339","test_conduit","test_vizsgaremek","TestConduitApp","","","test_logout_011",""
"broken","Thu Aug 05 18:05:54 GMT 2021","Thu Aug 05 18:06:07 GMT 2021","12809","test_conduit","test_vizsgaremek","TestConduitApp","","","test_del_article_010",""
"passed","Thu Aug 05 18:04:54 GMT 2021","Thu Aug 05 18:04:54 GMT 2021","77","test_conduit","test_vizsgaremek","TestConduitApp","","","test_cookie_001",""
